line	size		transaction item
1309	20	:	5 9 18 19 23 31 37 46 50 67 68 71 76 79 80 85 86 87 88 95 
1310	19	:	2 3 10 18 20 29 33 44 45 46 53 73 74 76 88 92 95 98 100 
1311	44	:	3 4 11 16 17 20 21 22 26 27 30 33 35 37 38 41 42 46 47 52 54 55 58 60 61 62 65 67 70 71 73 74 76 77 78 81 84 85 86 91 96 97 98 99 
1312	17	:	4 7 9 10 12 20 31 32 39 45 53 58 71 75 80 84 87 
1313	21	:	9 10 12 20 24 26 33 36 37 41 48 65 67 68 69 71 72 73 86 89 100 
1314	11	:	4 6 11 34 37 40 45 56 63 73 89 
1315	74	:	1 2 3 4 5 7 9 10 11 13 14 15 16 17 18 20 21 22 23 24 26 27 28 29 30 31 32 34 35 36 38 39 41 42 45 47 50 51 53 54 55 56 58 59 62 63 64 65 66 67 68 69 71 72 73 74 75 76 78 80 81 82 83 84 85 86 87 88 91 93 95 96 98 99 
1316	69	:	1 2 3 4 6 8 10 11 12 15 17 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 37 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 58 59 60 62 64 65 67 68 71 74 75 76 78 80 84 85 86 87 92 93 94 95 96 98 
1317	39	:	5 6 8 18 21 27 32 37 39 42 47 48 49 50 51 52 53 55 56 59 60 61 63 64 65 67 68 70 74 77 78 80 83 92 93 94 96 98 100 
1318	28	:	4 7 11 17 20 23 25 26 29 33 35 38 41 43 44 50 51 52 53 55 58 84 87 89 90 93 94 95 
1319	47	:	2 4 5 7 9 10 12 14 17 19 20 21 22 23 26 29 31 32 35 36 39 42 43 44 45 52 53 54 58 59 60 61 65 68 71 72 75 80 81 82 83 84 87 90 94 95 96 
1320	55	:	1 2 3 4 7 8 9 10 11 12 14 15 16 17 19 20 24 28 31 32 34 35 45 47 49 50 52 53 55 57 58 61 62 64 65 70 71 73 75 76 77 79 80 82 84 85 87 89 90 93 94 95 96 97 100 
1321	67	:	2 3 4 5 6 7 9 10 12 14 15 16 17 20 21 22 24 26 27 29 30 31 32 34 36 37 38 39 40 41 42 43 44 45 47 48 50 53 54 55 56 58 59 61 62 64 66 67 68 71 73 74 75 76 78 79 80 84 87 88 91 92 93 94 95 96 99 
1322	41	:	3 4 5 6 10 16 19 21 22 23 27 30 33 35 36 41 42 45 46 47 49 52 54 58 60 64 67 71 75 77 80 81 84 85 86 90 91 96 97 98 99 
1323	54	:	1 2 3 5 7 14 15 17 18 19 21 22 23 26 27 28 29 31 32 33 35 37 38 41 42 45 47 49 52 53 54 55 56 57 58 65 66 70 71 73 77 78 79 80 81 84 85 88 90 91 93 94 96 99 
1324	49	:	3 4 5 8 9 10 13 14 15 19 20 21 24 27 28 29 30 31 32 35 36 43 44 45 47 49 51 52 53 54 58 60 65 67 68 71 72 75 76 81 82 83 84 88 89 93 95 99 100 
1325	19	:	6 14 28 30 34 36 37 38 47 49 51 60 63 67 71 77 81 91 97 
1326	16	:	1 4 7 12 13 19 22 26 31 33 34 41 49 59 62 79 
1327	42	:	7 8 9 13 14 15 16 23 26 29 31 37 38 39 45 46 47 49 51 52 56 60 61 62 63 67 71 73 74 75 76 77 78 80 82 84 88 89 91 97 99 100 
1328	53	:	1 2 4 5 6 7 8 9 10 12 15 16 17 20 28 29 31 36 38 39 40 41 43 44 45 46 49 51 52 54 58 59 62 66 68 69 70 71 73 74 75 76 78 81 87 88 89 91 93 96 97 99 100 
1329	52	:	2 3 4 5 6 8 9 10 13 15 17 22 24 25 27 28 30 31 33 34 36 37 38 41 42 44 45 47 52 53 54 55 56 60 65 66 67 68 71 76 78 79 83 84 85 88 89 91 93 94 96 99 
1330	19	:	6 21 27 32 37 42 48 52 53 59 60 64 65 67 78 92 93 94 96 
1331	60	:	2 6 7 8 9 10 16 17 21 25 26 27 29 31 32 33 36 37 38 42 44 45 46 47 48 51 52 53 55 56 58 59 60 61 62 63 64 65 66 67 68 69 73 74 75 76 77 78 79 80 82 84 86 90 92 93 94 96 97 99 
1332	35	:	3 5 6 13 18 23 25 26 27 29 32 33 34 37 43 45 50 53 57 58 62 63 68 72 73 78 80 81 82 84 85 88 89 93 99 
1333	71	:	1 4 6 7 9 10 11 12 13 17 18 19 20 22 23 25 26 28 29 31 32 33 34 36 37 38 39 41 42 43 45 48 49 50 51 52 53 54 56 57 58 59 61 62 66 67 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 87 88 90 91 92 93 94 98 99 100 
1334	19	:	3 14 19 28 31 35 47 49 52 53 57 65 70 73 77 79 84 90 96 
1335	75	:	1 2 4 5 7 8 10 11 12 13 15 17 18 19 20 21 22 23 25 26 33 34 35 36 38 40 41 43 44 45 49 50 51 53 54 55 56 58 59 60 61 62 63 64 66 67 68 69 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 99 100 
1336	47	:	1 3 4 9 11 15 18 21 22 23 24 25 26 28 29 30 31 33 34 35 45 46 49 51 53 54 59 61 62 66 69 70 74 76 78 83 84 86 87 88 89 91 94 96 98 99 100 
1337	62	:	1 3 4 5 6 11 13 14 16 18 19 21 27 28 30 31 33 34 35 37 38 40 42 45 47 49 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 89 90 94 96 98 
1338	23	:	5 7 12 14 26 29 43 44 45 48 50 53 55 58 59 61 62 75 76 79 87 92 94 
1339	33	:	6 7 8 10 11 15 17 25 26 31 32 33 43 44 50 51 52 53 55 57 58 62 64 66 69 75 76 78 79 81 84 98 99 
1340	35	:	6 9 14 17 18 19 25 28 30 34 36 37 38 42 43 47 49 50 51 53 57 60 62 63 67 69 71 74 77 81 87 91 93 97 100 
1341	12	:	8 9 10 12 20 23 37 52 62 65 79 89 
1342	18	:	8 10 17 25 26 33 44 51 52 55 62 64 69 75 76 78 79 99 
1343	33	:	3 5 16 18 21 23 27 30 33 37 38 42 50 52 54 58 59 60 61 65 66 70 71 73 75 76 77 78 82 86 91 93 98 
1344	44	:	2 5 6 14 21 27 28 29 30 31 32 34 36 37 38 42 46 47 49 51 55 56 57 60 63 64 67 68 71 72 74 77 80 81 83 85 87 88 90 91 92 96 97 100 
1345	25	:	3 5 8 9 10 13 15 24 27 28 30 31 36 44 45 52 53 60 65 68 71 76 88 89 93 
1346	64	:	2 5 8 9 10 13 14 15 18 19 20 23 24 26 30 31 32 33 34 35 36 37 39 40 42 43 44 45 46 49 50 51 53 56 62 63 64 67 68 69 71 72 73 74 75 76 78 79 80 81 82 84 85 86 87 88 89 91 92 95 96 97 99 100 
1347	62	:	3 5 7 8 9 10 11 12 14 16 19 20 22 24 25 26 27 29 30 32 33 35 36 37 41 43 44 45 48 50 51 53 54 55 57 58 59 61 62 65 67 68 69 71 72 73 75 76 79 81 82 83 84 86 87 89 92 93 94 95 99 100 
1348	59	:	1 2 4 5 6 7 8 10 11 14 15 17 18 19 20 21 23 26 28 29 30 31 33 35 36 38 39 41 42 44 45 46 47 48 52 53 55 57 58 59 60 62 64 66 71 73 74 75 78 81 83 85 86 88 89 90 93 97 99 
1349	68	:	1 2 5 7 8 9 10 11 12 13 14 15 17 19 20 21 22 23 24 25 27 29 30 31 32 34 38 39 40 41 42 43 44 45 47 48 49 50 51 52 54 55 57 58 60 61 64 65 68 69 71 72 74 75 76 81 82 83 84 85 87 88 89 91 92 95 96 99 
1350	64	:	2 5 7 10 12 14 15 16 20 21 22 23 26 27 28 29 30 32 33 34 36 40 41 43 44 45 46 48 49 50 51 52 53 54 55 57 58 59 61 62 64 65 67 68 69 70 71 72 73 75 76 79 81 83 87 89 90 92 93 94 95 96 99 100 
1351	27	:	4 7 11 17 20 23 24 26 29 35 38 51 52 53 55 58 60 61 62 73 74 76 80 89 90 93 97 
1352	19	:	1 18 22 28 29 31 53 54 59 66 69 70 74 78 88 94 98 99 100 
1353	55	:	1 5 8 9 10 11 12 16 18 20 23 24 25 26 27 29 30 32 33 37 39 41 42 43 44 45 46 49 51 52 56 60 62 63 64 65 66 68 70 71 75 76 78 79 80 82 86 87 88 89 91 93 96 97 100 
1354	71	:	1 3 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 24 26 27 28 29 31 32 34 35 37 42 43 44 47 48 49 51 52 53 55 57 59 60 61 64 65 66 67 68 70 71 72 73 77 78 79 80 83 84 86 87 88 89 90 91 92 93 94 95 96 97 99 100 
1355	68	:	3 5 6 8 13 18 19 20 21 22 23 24 25 26 27 29 30 32 33 34 35 36 37 40 41 42 44 45 46 47 48 49 51 52 53 54 55 56 58 59 60 61 64 65 67 71 73 74 76 77 78 79 80 81 83 84 85 86 89 91 92 93 94 95 96 98 99 100 
1356	56	:	1 2 3 4 6 10 11 14 15 19 21 24 26 28 31 32 34 35 36 42 43 45 46 47 48 49 50 52 53 54 57 58 63 64 65 68 70 71 72 73 75 76 77 78 79 81 82 83 84 86 87 90 93 95 96 98 
1357	18	:	7 8 9 31 45 46 47 56 61 63 67 73 74 76 78 80 82 99 
1358	63	:	1 2 4 5 6 7 8 9 10 11 12 13 16 17 20 21 26 27 29 31 32 34 35 37 38 39 42 43 44 45 46 48 49 52 53 55 56 58 59 60 63 64 65 67 68 70 71 72 74 75 78 80 84 87 89 90 91 92 93 94 96 98 100 
1359	60	:	3 4 5 6 7 11 14 18 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 43 45 47 49 50 51 54 57 60 61 63 64 66 67 68 69 70 71 72 76 77 80 81 82 83 84 86 89 90 91 95 97 98 99 100 
1360	50	:	1 2 3 4 5 7 9 10 11 14 15 18 20 21 22 25 27 29 30 31 32 33 41 44 45 46 47 50 53 54 55 57 62 72 73 74 76 78 81 83 85 87 88 89 92 95 96 98 99 100 
1361	56	:	2 3 4 5 6 10 11 14 18 19 20 21 22 23 24 26 27 29 30 32 33 39 40 41 42 43 45 47 49 50 51 53 54 57 58 59 63 64 65 68 72 73 74 75 79 80 81 82 83 85 89 90 91 93 95 99 
1362	44	:	3 13 21 23 27 29 30 32 33 36 37 38 40 42 44 46 51 52 55 56 57 58 60 61 65 67 70 71 72 73 74 76 77 78 80 83 85 86 88 90 93 95 96 98 
1363	32	:	1 2 7 10 12 15 17 20 30 34 40 41 43 45 49 51 54 57 58 65 67 68 69 71 73 76 79 87 88 89 90 96 
1364	46	:	1 5 9 11 13 15 16 18 24 26 29 32 36 39 40 42 43 45 49 51 56 60 62 64 66 67 68 71 73 76 77 78 79 80 81 83 86 87 88 89 91 93 96 97 99 100 
1365	11	:	18 47 50 51 60 64 68 70 83 98 100 
1366	60	:	1 4 10 13 14 15 16 18 21 22 23 26 27 28 29 31 32 33 35 37 42 43 46 47 51 53 54 58 59 60 61 62 65 66 67 68 69 70 71 72 74 75 76 77 78 80 81 82 83 84 86 88 89 91 94 95 97 98 99 100 
1367	75	:	2 3 4 5 7 8 9 10 11 12 13 14 15 18 20 23 24 25 26 27 28 29 30 31 32 33 34 36 37 43 44 45 46 48 50 51 52 53 55 56 58 59 60 61 62 63 65 66 68 69 71 72 73 74 75 76 77 79 80 82 83 84 86 87 88 89 90 91 92 93 94 95 97 98 100 
1368	34	:	7 8 9 10 12 15 19 24 29 31 34 42 44 45 46 47 56 60 61 63 64 65 67 71 72 73 74 76 78 80 82 91 92 99 
1369	59	:	1 2 5 6 7 11 15 18 19 21 24 25 27 28 31 32 34 35 37 42 43 45 46 48 49 50 52 53 54 56 57 58 59 62 63 64 66 67 68 69 71 75 76 78 79 80 81 83 84 85 87 88 89 90 91 92 96 98 100 
1370	32	:	2 7 8 10 15 18 20 23 26 30 32 34 40 41 43 51 53 57 58 65 67 68 69 73 75 79 82 84 88 89 90 95 
1371	58	:	4 5 7 8 9 10 11 12 15 19 20 24 25 26 29 31 33 34 36 37 41 42 43 44 45 46 47 48 52 56 60 61 62 63 64 65 66 67 68 69 71 72 73 74 76 77 78 80 82 83 84 86 89 90 91 92 99 100 
1372	38	:	1 2 4 7 9 10 12 14 15 20 21 24 28 31 32 34 39 43 45 50 53 54 58 64 65 68 71 72 75 76 80 81 82 83 84 87 93 95 
1373	13	:	6 14 19 30 62 63 72 75 76 81 85 94 96 
1374	81	:	1 2 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 41 42 43 44 46 47 49 50 51 52 53 55 56 57 60 61 62 64 66 67 68 69 70 71 72 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 93 94 95 97 98 100 
1375	23	:	2 3 4 11 19 20 29 30 39 45 47 49 51 54 58 59 63 74 79 89 90 91 95 
1376	50	:	1 2 5 14 16 17 18 19 21 22 26 27 30 31 32 34 36 42 43 45 46 49 50 52 54 56 57 60 63 64 66 68 72 77 78 80 81 82 83 86 87 88 90 91 92 93 95 96 99 100 
1377	46	:	1 2 3 4 5 11 16 18 19 20 27 28 29 30 33 35 39 42 45 46 47 49 51 52 54 58 59 60 62 63 66 67 71 74 77 79 81 83 84 86 89 90 91 95 97 99 
1378	54	:	3 7 8 9 10 11 12 13 15 20 21 23 26 28 29 32 33 35 36 37 39 42 43 45 46 48 50 51 55 56 57 60 62 63 64 67 68 69 71 72 73 74 77 78 80 81 83 84 85 88 90 92 97 99 
1379	69	:	2 3 4 5 8 9 10 11 12 14 15 18 19 20 21 23 24 26 28 29 30 31 33 35 36 37 39 41 45 46 47 48 49 50 51 53 54 55 56 58 59 61 62 63 65 66 67 68 69 71 72 73 74 75 76 77 79 80 84 85 86 87 88 89 90 91 95 96 100 
1380	19	:	6 13 25 32 34 37 43 50 53 57 62 63 68 72 78 82 84 88 89 
1381	76	:	1 2 3 4 5 6 7 9 10 11 12 14 15 16 18 19 20 23 24 25 26 29 30 31 32 33 34 37 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 56 57 58 59 60 62 63 64 65 66 67 68 69 71 73 74 75 76 78 79 80 84 85 86 87 88 89 90 91 93 95 96 100 
1382	75	:	2 3 4 6 8 9 10 11 15 17 18 19 21 22 23 25 26 27 28 29 30 32 34 36 37 38 39 40 41 42 43 45 46 48 49 50 51 52 53 54 56 57 59 60 62 63 64 65 66 67 69 70 71 73 74 75 76 77 78 82 84 86 87 88 89 91 92 93 94 95 96 97 98 99 100 
1383	46	:	4 5 6 7 9 10 12 14 20 21 22 27 30 31 32 37 39 42 45 48 50 52 53 54 57 58 59 60 64 65 67 71 72 75 78 80 81 83 84 87 92 93 94 95 96 99 
1384	36	:	1 2 9 10 12 13 15 17 20 32 33 35 40 42 43 45 46 49 50 51 54 56 58 63 69 71 72 76 78 81 87 88 89 92 96 99 
1385	41	:	1 11 13 14 19 21 24 29 32 34 35 36 37 42 43 45 46 48 50 52 53 54 55 56 57 58 67 68 71 73 75 76 77 79 81 83 87 89 91 93 96 
1386	13	:	2 8 15 18 19 28 30 41 53 58 59 71 75 
1387	65	:	2 3 5 7 8 9 10 12 13 15 17 18 19 22 23 24 26 28 29 30 31 34 35 37 38 39 40 41 42 45 46 47 53 54 56 58 59 60 61 63 64 66 67 68 69 70 71 73 74 75 76 77 78 80 82 84 91 92 93 94 96 97 98 99 100 
1388	53	:	2 3 5 7 12 17 19 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 39 42 44 45 46 49 51 52 54 56 59 60 61 63 64 68 71 76 80 83 84 86 87 89 90 91 92 94 96 98 100 
1389	50	:	4 5 7 9 10 13 15 17 20 23 25 27 31 32 33 35 37 38 40 41 42 43 44 45 46 49 50 51 55 56 60 63 64 66 68 69 72 75 77 78 79 81 82 83 86 87 90 92 97 99 
1390	54	:	3 4 5 6 7 11 14 15 17 20 21 23 24 25 26 29 30 31 32 33 34 35 38 40 41 42 43 45 47 49 50 51 52 53 54 55 57 58 61 62 64 66 75 76 81 83 84 86 89 90 91 93 95 98 
1391	81	:	1 2 3 4 5 6 7 9 10 11 12 15 17 18 19 20 22 24 26 27 28 29 30 31 32 33 35 36 37 38 39 40 41 44 45 46 47 48 49 51 52 53 54 55 56 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 78 79 80 81 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
1392	69	:	1 2 3 5 7 9 10 11 12 16 17 18 19 20 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 44 49 51 52 53 54 55 56 58 59 60 61 62 63 65 66 67 68 69 70 71 72 74 76 77 78 81 84 86 88 89 91 93 94 95 96 97 98 99 100 
1393	66	:	4 5 7 9 11 15 17 19 20 21 23 24 25 26 27 29 33 34 35 36 37 38 40 41 42 43 44 48 49 50 51 52 53 55 56 57 58 60 62 63 65 66 67 68 69 71 72 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 93 100 
1394	18	:	8 10 17 25 26 33 44 51 52 55 62 64 69 75 76 78 79 99 
1395	65	:	3 4 5 6 9 13 14 15 16 17 18 21 23 24 26 27 28 29 30 32 33 35 36 39 40 41 42 43 45 47 48 49 50 51 52 53 58 62 63 64 65 66 67 68 69 70 72 73 75 76 80 81 83 84 85 86 88 91 93 94 95 96 97 99 100 
1396	16	:	4 10 14 21 32 43 54 58 65 68 72 75 81 82 83 95 
1397	17	:	2 8 10 18 23 26 32 34 53 69 73 75 82 84 88 89 95 
1398	76	:	1 2 3 4 7 8 9 11 14 15 16 17 18 19 20 21 22 25 27 28 29 30 31 33 34 35 37 39 41 43 45 46 47 48 49 50 51 52 53 54 57 58 59 60 62 64 65 66 68 69 70 73 74 75 76 77 78 79 80 81 82 83 84 85 87 88 89 90 91 93 94 96 97 98 99 100 
1399	58	:	2 4 5 6 7 8 10 11 13 15 17 18 20 21 23 24 26 29 32 34 35 37 38 39 40 44 45 46 49 51 52 53 55 56 58 61 63 65 67 69 70 71 73 74 75 77 80 82 83 84 88 89 90 92 93 95 96 100 
1400	30	:	1 5 13 16 18 19 21 27 28 30 42 49 52 54 56 59 60 62 64 66 67 73 74 76 77 79 82 83 86 90 
1401	12	:	3 6 19 27 30 33 41 47 49 80 85 98 
1402	50	:	4 5 7 9 12 14 15 17 18 21 23 24 25 26 27 29 31 33 40 41 43 44 45 48 49 50 53 55 58 59 61 62 67 68 69 71 72 75 76 78 79 82 83 85 87 88 89 92 94 100 
1403	24	:	3 10 16 21 27 29 30 31 34 36 41 42 45 53 54 59 67 68 73 74 80 88 95 96 
1404	35	:	1 4 6 7 11 14 21 28 30 31 34 36 37 38 40 41 45 47 49 51 55 56 60 63 67 71 73 77 81 85 88 89 91 97 99 
1405	26	:	1 3 7 8 9 10 11 12 17 20 23 32 34 35 37 49 52 55 61 62 65 79 89 95 97 100 
1406	55	:	2 3 4 5 7 9 11 15 16 17 21 23 25 26 27 29 30 33 36 37 38 40 41 42 43 44 49 50 51 52 53 58 60 61 65 66 67 68 70 71 72 73 75 76 77 78 79 82 83 84 86 87 94 95 98 
1407	51	:	1 2 3 5 8 9 10 12 13 15 17 20 21 23 24 27 28 30 31 32 36 37 40 43 44 45 46 49 51 52 53 54 56 58 60 65 68 69 71 73 74 76 77 80 83 87 88 89 93 95 96 
1408	55	:	2 3 4 7 8 9 11 15 16 17 20 22 25 27 29 30 31 33 34 37 38 39 41 42 45 46 49 50 51 52 53 54 56 58 62 65 66 70 71 75 76 78 79 80 82 84 85 87 89 91 93 94 96 97 99 
1409	25	:	13 14 15 16 23 26 29 31 37 51 60 61 62 71 75 76 77 80 82 84 88 89 91 97 100 
1410	36	:	1 2 4 5 7 9 10 12 15 17 20 23 25 27 33 40 41 43 45 49 51 54 58 68 69 71 72 75 76 79 82 83 87 88 89 96 
1411	14	:	4 9 11 15 25 31 33 46 53 62 78 87 89 96 
1412	42	:	1 3 7 9 10 11 12 13 17 18 20 21 24 29 31 32 34 35 43 45 49 55 56 61 67 68 69 71 73 75 76 77 78 79 83 85 88 89 92 95 97 100 
1413	66	:	1 2 3 4 5 6 7 8 9 10 11 15 17 18 19 20 23 24 25 26 27 29 32 33 34 35 36 37 40 41 42 45 46 48 49 50 51 52 53 57 58 63 64 65 68 69 72 73 75 77 78 79 80 81 82 83 84 85 86 87 88 89 93 95 98 99 
1414	22	:	5 8 10 13 19 22 23 34 38 40 56 60 61 63 64 67 69 73 77 80 99 100 
1415	69	:	1 3 4 5 10 11 13 14 15 18 20 21 25 26 27 29 30 32 33 35 36 37 38 40 41 42 43 44 46 47 49 51 52 54 56 58 59 60 61 63 64 65 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99 100 
1416	47	:	1 2 3 4 8 10 11 13 15 16 17 22 23 24 31 32 34 35 37 38 42 43 44 46 53 54 56 62 65 66 67 68 70 71 72 75 78 84 88 91 92 93 94 96 98 99 100 
1417	57	:	1 3 4 5 6 8 11 13 19 20 21 23 25 26 29 31 32 33 35 36 37 40 41 43 44 45 46 47 49 50 51 52 53 56 58 59 60 62 66 67 71 73 74 77 78 80 81 83 84 87 93 94 95 96 97 99 100 
1418	32	:	2 3 7 8 9 10 18 20 29 31 33 44 45 46 47 53 56 61 63 67 73 74 76 78 80 82 88 92 95 98 99 100 
1419	33	:	10 12 13 15 19 21 23 24 29 32 34 37 40 42 44 46 56 58 60 64 65 71 72 73 74 77 80 83 91 92 93 95 96 
1420	27	:	1 5 6 14 20 24 25 30 31 40 41 42 43 47 49 50 53 56 63 64 67 69 72 81 84 95 100 
1421	69	:	2 3 4 7 8 9 11 13 15 16 17 19 20 21 22 25 27 28 29 30 35 36 37 38 39 41 42 43 45 46 47 49 50 51 52 53 54 56 58 59 60 63 64 66 67 68 69 70 71 73 74 75 76 77 78 79 82 83 84 86 89 90 91 93 94 95 96 99 100 
1422	37	:	3 4 13 14 15 16 21 23 26 29 31 35 37 38 41 51 56 59 60 61 62 71 72 75 76 77 80 81 82 83 84 88 89 91 97 98 100 
1423	11	:	18 47 50 51 60 64 68 70 83 98 100 
1424	64	:	3 4 5 8 10 11 12 13 16 17 18 19 20 21 23 25 27 29 31 35 36 37 38 42 44 47 48 49 51 52 54 55 56 57 60 61 62 64 65 66 67 69 70 71 72 73 74 75 76 77 78 83 84 85 86 88 90 91 92 93 94 97 99 100 
1425	48	:	5 9 10 11 15 24 27 29 30 31 32 36 37 38 39 40 41 44 45 46 49 51 55 60 62 64 65 66 67 70 71 75 76 77 78 80 81 82 86 88 89 90 91 93 96 97 99 100 
1426	25	:	3 5 8 9 10 13 15 24 27 28 30 31 36 44 45 52 53 60 65 68 71 76 88 89 93 
1427	18	:	2 4 6 10 22 25 28 33 34 37 41 47 55 67 79 83 85 91 
1428	29	:	1 5 11 14 15 18 20 22 27 30 32 35 45 50 54 57 59 68 72 78 79 81 83 85 89 95 96 97 99 
1429	16	:	1 5 11 15 18 20 35 59 68 78 79 85 89 95 96 97 
1430	70	:	2 3 4 5 7 8 9 10 11 14 15 16 17 18 20 21 22 23 26 27 29 32 33 35 36 37 38 39 41 42 43 45 46 47 49 50 52 53 54 55 56 58 59 60 65 66 67 68 71 72 73 74 75 77 78 79 81 82 83 84 86 89 90 91 93 94 95 96 97 99 
1431	21	:	1 4 5 6 29 31 36 44 45 46 52 59 62 66 71 73 74 78 81 97 99 
1432	69	:	1 3 4 7 8 9 10 11 12 13 17 19 20 21 23 25 26 29 31 32 34 35 36 38 39 40 42 45 46 47 48 49 50 51 52 53 55 56 57 58 60 61 63 64 67 68 72 73 74 75 76 77 78 80 82 83 84 85 86 87 88 89 90 91 93 95 97 99 100 
1433	51	:	1 3 4 8 9 11 12 13 16 17 19 20 23 24 25 27 31 32 33 35 36 37 38 40 43 48 49 50 51 52 54 55 56 57 61 64 66 68 69 73 75 76 82 83 84 87 91 92 93 95 99 
1434	37	:	3 5 8 9 10 13 15 18 23 24 26 27 28 29 30 31 32 33 36 44 45 52 53 58 60 65 68 71 73 76 80 81 85 88 89 93 99 
1435	17	:	21 29 36 42 51 55 56 57 60 67 72 74 77 83 85 88 90 
1436	73	:	2 3 4 5 6 7 10 11 13 16 17 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 41 43 44 45 47 51 52 54 55 56 58 59 60 61 62 63 64 66 67 69 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 90 91 96 97 98 99 100 
1437	32	:	5 7 15 16 18 20 23 30 34 40 41 43 50 51 54 57 58 59 65 66 67 68 69 73 75 78 79 82 86 90 91 93 
1438	66	:	2 3 4 5 7 9 10 11 12 15 17 19 20 21 22 23 24 26 29 30 32 34 35 36 37 38 39 40 42 43 44 45 47 48 49 50 51 52 53 54 55 57 58 59 60 61 62 63 64 67 71 74 79 80 81 88 89 90 91 93 94 95 96 97 99 100 
1439	71	:	1 2 4 5 6 7 8 9 11 14 15 17 18 19 20 21 24 25 27 28 29 30 32 34 36 37 38 42 43 45 47 48 49 50 51 52 53 57 58 59 60 61 62 63 64 65 66 67 69 71 72 74 75 76 77 78 80 81 82 83 84 86 87 90 91 92 93 94 96 97 100 
1440	34	:	3 4 7 11 21 27 30 33 37 38 42 43 52 58 60 61 65 66 69 70 71 72 73 76 77 78 80 82 83 84 86 90 91 98 
1441	20	:	4 5 7 9 15 17 23 25 27 33 40 41 49 68 72 75 79 82 83 87 
1442	23	:	4 9 14 15 26 28 35 36 39 50 62 63 66 68 69 72 75 76 84 86 88 91 96 
1443	61	:	1 2 4 5 8 10 11 12 13 14 15 16 18 21 23 26 29 30 31 34 35 37 39 40 41 42 43 44 46 49 51 53 55 56 57 60 61 62 63 67 68 70 71 72 74 75 76 77 78 80 82 84 86 88 89 91 93 96 97 98 100 
1444	81	:	1 2 3 4 5 6 8 9 10 11 13 14 15 16 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 58 59 61 62 64 65 66 67 68 70 71 72 75 76 78 79 80 81 83 84 85 86 88 89 90 91 92 95 96 97 98 99 100 
1445	14	:	5 6 14 24 30 40 41 42 43 47 50 53 64 95 
1446	48	:	1 3 6 7 10 11 13 14 15 16 19 21 23 26 27 29 30 31 33 35 37 41 42 47 48 49 51 55 57 60 61 62 64 71 75 76 77 80 82 84 85 88 89 91 97 98 99 100 
1447	36	:	6 8 10 12 13 23 25 30 31 32 34 35 37 40 41 42 43 44 50 53 56 57 60 62 63 68 72 76 78 82 84 86 88 89 93 96 
1448	41	:	3 4 6 7 8 10 11 17 19 20 25 26 27 29 30 33 35 38 41 44 47 49 51 52 53 55 58 62 64 69 75 76 78 79 80 85 89 90 93 98 99 
1449	80	:	1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 21 23 26 27 28 29 31 32 33 34 35 36 37 38 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 65 66 67 68 70 71 72 75 76 77 78 79 81 82 83 84 86 87 89 91 92 93 94 95 97 98 99 100 
1450	27	:	1 6 8 20 23 24 25 31 32 42 46 49 56 62 63 64 65 67 69 72 81 84 88 92 94 95 100 
1451	18	:	6 11 15 26 36 42 46 48 50 63 64 65 73 77 78 86 95 98 
1452	15	:	5 14 22 27 30 32 45 50 54 57 72 81 83 95 99 
1453	71	:	1 2 3 4 5 6 7 8 9 11 13 14 16 17 18 19 20 24 25 27 29 30 32 33 34 36 37 39 40 41 42 43 45 46 47 49 50 51 52 53 54 55 56 57 58 59 62 63 64 67 68 72 74 75 78 79 80 82 84 85 87 88 89 90 91 92 93 94 95 96 98 
1454	81	:	1 3 4 5 6 8 10 13 14 16 17 18 19 20 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 50 51 52 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 83 84 85 86 87 88 91 93 94 96 97 98 99 100 
