line	size		transaction item
1346	21	:	6 11 20 22 25 27 28 29 36 42 47 53 61 63 65 68 75 87 88 96 99 
1347	67	:	1 3 4 5 6 8 9 10 12 13 14 16 17 20 21 22 23 24 27 29 30 32 36 37 38 39 40 41 42 43 45 47 48 49 50 51 52 53 59 60 61 62 63 64 65 66 67 69 70 73 75 79 80 81 82 83 84 85 86 89 91 92 93 95 96 97 100 
1348	25	:	7 15 21 24 27 29 32 34 37 39 44 57 61 64 65 73 81 84 85 86 89 95 96 98 100 
1349	48	:	2 3 4 5 9 11 17 25 26 27 29 30 32 33 37 38 39 40 42 43 44 45 50 52 53 54 58 60 63 65 67 68 70 71 77 78 79 81 82 87 88 90 91 94 95 96 97 100 
1350	13	:	6 14 19 24 31 35 37 39 61 62 84 85 89 
1351	41	:	4 7 13 14 15 19 24 27 28 30 31 34 38 39 40 43 46 51 52 54 55 58 60 61 64 65 66 68 69 76 77 83 84 85 88 89 91 95 96 98 100 
1352	53	:	1 2 3 4 5 6 8 9 11 12 16 18 19 23 27 29 30 31 35 36 37 39 42 44 46 48 49 50 51 54 55 56 57 58 59 64 65 66 68 70 74 77 80 82 84 85 88 89 91 93 96 97 98 
1353	64	:	2 4 5 6 8 10 11 13 14 17 19 20 21 22 23 26 27 29 30 31 32 34 35 37 39 42 43 44 45 46 47 50 52 54 56 57 58 60 61 63 67 68 69 70 71 72 75 76 77 79 80 82 83 85 86 87 88 89 90 92 93 95 96 98 
1354	13	:	4 12 17 19 20 27 29 48 49 77 87 95 100 
1355	29	:	2 6 7 8 10 13 19 26 29 36 37 40 42 51 52 53 60 65 71 72 75 76 79 80 81 84 88 91 97 
1356	43	:	1 3 5 7 8 13 15 16 17 19 21 23 24 26 27 28 30 31 37 39 42 51 52 54 58 60 61 63 64 65 69 70 76 77 83 84 85 88 89 92 95 98 100 
1357	78	:	1 2 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 23 24 27 28 29 30 31 32 33 34 35 38 40 42 43 44 45 46 47 48 49 52 53 54 56 57 58 59 60 61 63 64 65 66 67 68 69 72 73 74 75 76 77 80 81 82 83 85 86 88 89 90 92 93 95 96 98 99 100 
1358	60	:	5 6 8 10 11 12 13 14 15 17 19 21 22 24 29 30 31 33 34 35 37 38 39 40 41 43 44 45 46 47 48 49 51 52 53 57 59 60 61 62 63 65 67 68 70 72 74 80 82 83 84 85 87 89 90 91 92 95 97 100 
1359	76	:	1 2 6 7 8 9 10 11 12 13 14 16 17 21 22 23 24 25 26 27 29 30 32 33 35 36 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 65 66 67 68 70 71 72 73 74 75 76 77 79 80 82 83 84 87 88 89 90 92 93 94 96 98 99 
1360	25	:	5 13 15 16 18 23 24 26 29 39 40 45 46 49 58 66 68 69 74 84 88 89 91 94 97 
1361	65	:	1 2 3 4 5 6 7 8 11 13 15 17 19 20 22 23 24 25 26 27 29 30 37 39 40 42 43 45 46 47 48 49 50 52 53 54 58 60 61 62 63 64 65 67 69 70 73 74 75 76 78 79 80 81 82 84 85 86 87 88 89 95 97 98 100 
1362	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
1363	82	:	1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 19 20 21 23 24 25 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 44 45 47 48 49 50 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 72 73 75 76 78 81 82 83 84 85 87 88 89 90 91 93 94 95 98 99 100 
1364	32	:	1 3 9 12 17 19 25 27 28 29 30 31 33 34 37 38 40 49 50 51 53 56 57 63 65 67 72 78 82 84 99 100 
1365	59	:	4 6 7 8 13 14 15 16 17 18 19 20 22 23 24 28 31 32 35 37 38 39 40 41 44 46 47 48 49 51 57 58 60 61 62 63 65 66 68 69 70 72 73 74 75 77 82 83 84 85 88 89 90 91 95 96 97 98 100 
1366	20	:	4 5 17 29 33 39 43 45 52 54 65 67 71 77 79 81 82 88 94 96 
1367	33	:	2 4 5 9 21 22 24 27 29 30 37 39 42 43 45 49 54 58 60 61 66 67 68 70 72 73 74 82 83 85 89 90 92 
1368	27	:	2 4 6 17 19 20 30 31 32 35 44 47 48 49 55 56 57 59 66 68 83 88 91 93 96 97 98 
1369	43	:	1 2 4 7 11 13 14 15 16 24 25 28 30 31 32 35 36 38 39 40 43 44 48 50 53 55 57 58 61 64 65 66 68 72 81 83 84 89 90 91 95 96 98 
1370	17	:	2 5 10 12 16 21 29 32 39 45 54 72 73 74 92 94 100 
1371	81	:	1 2 4 5 6 7 9 11 13 14 15 16 17 18 19 21 22 24 25 26 27 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 69 70 71 72 73 74 75 76 80 81 82 84 87 88 89 90 91 92 93 94 95 96 98 99 
1372	42	:	1 2 4 8 9 12 13 14 18 20 21 22 29 30 32 38 39 41 44 45 49 50 51 53 59 60 61 62 65 67 70 75 80 83 84 85 87 91 95 97 99 100 
1373	49	:	3 7 9 10 11 12 16 17 18 20 23 25 26 29 32 37 38 39 40 41 42 43 44 48 50 53 54 60 62 63 65 66 67 68 70 71 72 77 78 80 87 88 90 91 93 94 95 97 100 
1374	75	:	1 2 4 5 6 7 10 11 12 13 14 16 17 18 19 20 21 22 24 26 28 29 30 31 32 34 35 36 37 38 39 40 43 44 45 46 47 48 49 50 51 52 54 57 58 59 60 61 62 63 64 65 66 67 69 72 73 74 75 76 77 80 81 83 87 88 90 91 92 94 95 96 98 99 100 
1375	56	:	3 4 5 6 9 11 13 15 17 19 21 24 26 29 30 31 32 33 37 38 39 40 43 44 45 46 50 52 53 54 57 58 59 61 64 65 67 71 72 76 77 78 79 80 81 82 87 88 90 93 94 95 96 97 99 100 
1376	61	:	1 2 3 7 9 12 13 14 15 18 19 20 22 23 24 25 26 27 28 29 30 34 35 38 39 40 41 44 45 46 48 49 51 56 57 58 60 61 62 65 66 67 68 69 70 72 78 80 82 84 85 87 89 90 91 94 95 96 97 99 100 
1377	80	:	2 4 5 6 9 10 12 13 14 15 16 17 18 19 20 21 23 24 25 26 28 29 30 31 32 35 36 37 38 39 40 41 43 44 45 46 47 48 50 51 52 53 54 58 59 60 62 63 64 65 66 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 95 96 98 99 100 
1378	21	:	1 2 5 14 15 21 29 35 45 48 54 58 72 73 74 78 82 87 90 91 92 
1379	51	:	2 5 6 8 10 11 13 19 20 21 22 23 24 25 27 28 29 31 36 37 38 42 43 45 47 48 51 52 53 54 60 61 63 65 66 68 71 72 73 74 75 76 78 79 85 87 88 91 92 96 99 
1380	75	:	1 2 5 6 7 9 11 12 13 14 15 16 18 19 20 21 22 24 26 27 28 29 30 31 32 34 37 38 39 40 41 42 44 45 46 48 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 72 73 74 75 76 77 80 82 84 85 87 88 89 92 94 95 96 98 100 
1381	30	:	6 12 13 17 21 22 24 29 30 32 38 40 43 44 45 51 53 54 62 65 67 70 76 85 88 91 93 95 99 100 
1382	54	:	2 3 4 5 6 8 9 11 14 16 17 18 19 20 21 23 24 29 30 31 33 35 36 37 39 40 41 48 49 50 61 62 64 67 68 71 72 73 76 77 79 81 82 84 85 87 88 89 90 92 93 96 97 98 
1383	58	:	1 2 3 5 6 8 9 11 14 17 21 22 23 26 27 29 30 32 33 34 37 38 39 40 41 45 48 49 50 51 53 54 56 60 63 65 67 71 72 73 74 75 76 77 78 79 80 82 83 84 87 88 90 92 95 97 98 100 
1384	39	:	1 2 3 4 6 9 13 17 18 20 21 24 26 32 37 38 39 40 43 44 45 50 53 54 59 61 65 76 77 78 80 87 88 90 93 95 97 99 100 
1385	59	:	1 2 3 5 6 11 12 13 16 18 19 20 23 24 25 26 27 28 29 30 33 34 37 38 39 40 42 43 44 45 46 47 50 52 53 54 55 56 57 58 60 64 65 66 67 68 69 76 77 84 85 87 88 89 91 94 97 98 100 
1386	58	:	2 3 4 5 7 8 12 13 17 18 21 22 23 24 25 26 28 29 30 31 32 33 37 38 39 43 45 46 49 50 51 52 54 55 58 59 62 65 66 67 68 69 70 71 77 79 81 82 84 85 88 89 91 94 95 96 97 100 
1387	12	:	2 7 25 28 37 50 55 59 65 81 82 91 
1388	17	:	6 8 9 11 17 23 29 33 71 72 76 77 79 82 87 92 98 
1389	76	:	1 2 3 4 5 6 8 9 10 11 12 13 15 16 19 24 25 26 27 28 30 34 35 36 37 38 40 42 43 44 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 63 64 65 66 67 68 69 72 73 74 76 77 80 81 82 83 84 85 86 88 89 90 91 92 93 95 96 97 98 99 100 
1390	73	:	1 2 4 5 6 7 8 9 12 13 14 15 16 17 18 21 23 25 28 29 31 32 33 35 36 37 38 39 40 43 44 45 47 48 49 50 52 53 54 55 57 58 59 60 61 64 65 66 67 68 69 70 71 72 75 77 78 79 80 81 82 83 84 85 87 88 91 93 94 95 96 98 100 
1391	71	:	1 2 4 5 6 7 8 10 11 12 13 14 16 18 19 22 23 24 25 26 27 28 29 30 31 32 35 37 38 39 42 43 44 46 48 49 50 51 52 53 55 57 58 60 61 62 63 65 66 69 71 72 74 75 76 77 78 79 82 84 85 87 88 89 91 92 93 96 97 99 100 
1392	62	:	1 3 4 5 6 8 13 14 15 16 17 18 25 28 29 33 34 35 37 39 40 43 44 45 46 47 48 50 52 54 55 56 57 58 59 60 64 65 67 68 69 71 72 73 74 77 78 79 81 82 83 84 86 87 88 89 90 91 94 96 99 100 
1393	23	:	2 6 13 16 18 27 28 30 37 39 42 43 46 54 56 58 60 65 68 70 90 99 100 
1394	55	:	1 2 4 6 9 10 11 12 13 14 15 16 17 19 26 27 28 29 31 35 36 37 38 39 40 42 46 47 48 52 53 58 59 60 65 66 68 69 70 71 75 76 78 82 83 84 85 87 88 90 91 92 95 98 100 
1395	10	:	1 2 4 18 20 39 59 61 80 99 
1396	47	:	2 4 7 9 13 17 18 19 22 24 28 29 30 31 32 33 35 36 37 38 42 43 44 45 48 49 50 51 55 57 58 61 64 66 67 68 72 77 78 82 83 84 85 88 89 96 98 
1397	59	:	1 3 5 6 8 9 10 11 14 16 17 18 19 20 21 26 28 29 31 32 33 34 36 38 40 41 42 48 49 50 53 60 61 62 63 65 66 67 69 70 72 73 75 76 77 78 80 83 84 87 91 92 93 94 95 96 97 99 100 
1398	8	:	10 12 16 29 32 39 94 100 
1399	39	:	1 3 4 9 11 12 13 14 15 16 17 21 22 27 28 31 38 39 40 42 47 53 55 58 65 66 68 69 70 75 78 83 85 87 88 91 95 98 100 
1400	65	:	1 2 5 6 7 8 9 10 11 12 13 15 19 21 22 24 26 27 28 29 30 31 33 34 35 37 38 39 40 41 44 45 48 51 52 53 54 56 57 58 60 61 62 64 66 67 70 71 72 73 74 76 79 80 82 84 85 87 88 89 91 92 95 98 100 
1401	79	:	1 2 3 5 6 7 8 9 10 11 12 13 14 16 19 20 21 23 24 25 26 27 28 29 30 31 32 34 35 37 38 39 40 41 42 43 45 48 49 50 51 52 53 54 56 57 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 75 76 78 81 82 83 84 85 86 87 89 90 91 92 96 97 99 100 
1402	42	:	4 6 8 9 14 16 18 19 22 23 24 26 29 31 35 37 39 42 45 46 47 49 54 55 58 59 61 62 64 66 67 68 69 82 83 84 85 89 91 94 96 97 
1403	69	:	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 26 27 29 35 36 37 38 39 40 42 46 47 48 50 51 52 53 54 55 58 59 60 61 62 63 64 65 66 70 71 75 76 78 80 81 82 84 85 87 88 89 90 91 93 95 96 97 98 99 100 
1404	56	:	3 4 5 9 12 14 17 19 23 25 28 29 30 33 34 37 39 40 42 43 45 47 49 52 54 56 57 59 61 62 63 65 67 68 69 71 75 76 77 79 81 82 83 85 86 87 88 91 92 93 94 95 96 98 99 100 
1405	50	:	1 3 4 5 6 8 12 17 19 20 21 22 27 29 34 36 38 39 40 41 43 46 48 49 52 61 62 64 66 67 69 72 73 74 75 76 77 79 81 83 84 86 87 92 93 95 96 97 99 100 
1406	70	:	1 2 3 5 6 7 9 10 11 12 13 15 17 19 21 22 25 26 27 28 29 30 31 33 34 36 37 38 40 42 43 46 47 48 49 50 51 52 53 55 56 57 58 59 60 61 63 65 67 68 69 70 71 72 75 76 77 78 80 81 82 84 87 88 89 91 95 97 99 100 
1407	41	:	2 4 5 6 8 9 11 16 19 21 28 29 34 35 40 42 45 46 47 54 55 58 59 61 62 64 67 72 73 74 76 77 87 88 89 91 92 94 96 99 100 
1408	73	:	1 2 4 7 8 9 10 11 12 14 15 16 17 19 20 22 23 24 25 27 31 32 35 37 38 41 42 43 44 47 48 49 50 51 52 53 54 56 58 60 61 63 64 65 66 67 68 69 70 71 72 73 75 76 78 79 80 81 82 83 84 85 86 87 88 91 92 93 95 96 97 98 99 
1409	12	:	14 23 24 32 61 68 69 70 73 75 83 90 
1410	73	:	1 2 4 5 6 7 10 13 14 15 16 17 18 19 20 21 23 24 26 27 28 29 30 31 32 34 35 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 57 58 60 61 62 63 65 66 67 68 69 72 74 76 83 84 85 88 89 91 92 93 94 95 96 97 98 99 100 
1411	40	:	2 4 6 9 11 12 14 17 19 20 23 24 27 28 29 31 35 37 38 39 42 47 48 49 61 62 66 67 70 77 78 81 84 85 87 89 93 94 95 100 
1412	74	:	1 2 4 5 6 8 10 11 12 13 14 16 17 19 21 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 58 59 60 61 62 63 64 65 66 67 68 69 71 76 77 79 81 82 84 85 88 89 90 91 94 96 97 98 100 
1413	25	:	2 6 11 18 20 21 30 44 45 47 48 49 55 56 57 59 61 65 66 77 91 93 96 97 98 
1414	40	:	4 7 9 10 11 15 16 18 21 22 23 24 26 27 29 31 37 39 40 41 42 45 46 49 58 61 64 66 67 68 69 82 83 84 85 89 91 94 95 97 
1415	68	:	1 2 4 7 8 9 11 13 14 15 18 19 20 23 24 25 28 30 31 32 37 38 39 40 41 43 46 48 49 50 51 52 53 54 56 57 58 60 61 62 63 65 66 68 69 70 71 72 75 76 77 78 82 83 84 85 86 87 88 89 91 92 93 95 96 98 99 100 
1416	31	:	8 9 10 12 16 19 21 28 29 32 34 39 40 41 42 44 49 53 61 62 67 76 77 84 87 91 94 96 97 99 100 
1417	15	:	3 9 12 20 47 48 55 62 63 64 65 71 78 93 98 
1418	49	:	2 4 6 7 8 10 13 15 16 24 25 26 27 28 35 36 37 39 40 42 43 46 47 48 49 50 51 53 54 55 59 60 61 63 64 65 75 80 81 82 83 84 85 89 91 92 95 96 97 
1419	21	:	2 23 24 25 31 37 38 43 48 51 53 60 66 71 78 85 87 91 92 96 99 
1420	10	:	8 21 39 41 44 49 53 84 87 97 
1421	49	:	2 7 9 10 11 12 14 16 17 20 23 24 25 28 31 37 38 41 42 43 47 48 51 53 54 56 60 63 65 66 68 69 70 71 72 75 78 83 85 86 87 91 92 93 95 96 98 99 100 
1422	52	:	2 4 6 7 8 12 13 16 17 19 20 21 24 25 27 28 29 32 35 37 39 40 41 43 44 45 46 47 48 49 50 53 54 55 59 64 65 76 77 81 82 84 87 88 89 91 93 95 96 97 99 100 
1423	75	:	1 2 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 45 47 48 49 50 51 52 53 55 58 59 60 61 63 65 66 67 68 69 70 71 72 75 76 77 78 79 81 82 83 87 88 90 91 93 94 95 97 98 100 
1424	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
1425	12	:	1 5 6 20 23 29 39 43 45 67 69 85 
1426	78	:	1 2 3 5 6 8 9 10 11 12 13 15 16 18 19 20 23 24 25 26 27 28 29 30 31 32 34 37 38 39 40 41 42 43 45 46 48 49 50 51 52 53 55 56 57 58 60 61 62 63 65 66 67 68 69 70 71 72 73 76 77 78 80 82 83 84 85 86 87 89 91 92 93 94 95 96 99 100 
1427	22	:	1 3 14 21 22 23 24 27 28 32 47 55 61 68 69 70 73 75 83 87 88 90 
1428	72	:	1 3 5 6 7 8 10 11 12 13 17 18 20 21 22 23 24 26 27 29 30 31 33 34 36 37 38 39 40 41 42 43 45 46 47 49 50 51 52 53 58 61 62 63 64 65 66 67 68 69 70 72 73 75 77 78 79 80 81 84 85 86 89 91 92 93 94 95 96 97 98 100 
1429	57	:	2 3 4 7 9 13 17 18 19 21 23 24 26 28 29 30 31 32 35 36 37 38 39 40 43 44 45 46 48 50 51 53 55 57 58 61 65 66 67 68 69 72 76 77 78 84 87 88 89 90 91 93 94 95 96 97 100 
1430	33	:	2 4 8 18 21 27 29 30 35 36 39 41 42 43 44 48 49 53 54 58 60 64 68 70 77 82 84 85 87 88 90 97 98 
1431	68	:	1 2 4 6 7 8 9 10 13 14 15 19 22 23 24 26 28 29 31 32 36 37 38 39 40 42 43 44 45 49 50 51 52 53 55 56 57 58 60 61 63 65 66 67 68 69 71 72 73 75 76 79 80 81 82 83 84 85 86 88 89 91 92 93 95 96 97 98 
1432	78	:	1 2 3 6 7 8 9 10 11 12 13 15 16 17 19 21 22 24 25 26 27 28 29 30 31 32 34 38 39 40 42 43 44 45 47 48 49 50 51 52 53 55 56 57 58 59 61 62 63 64 65 66 67 68 69 70 74 75 76 77 78 79 82 84 85 87 88 89 91 92 93 94 95 96 97 98 99 100 
1433	83	:	3 4 5 6 8 9 11 12 13 14 15 17 18 19 20 21 22 23 25 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 52 54 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 74 76 77 78 79 80 81 82 83 84 85 87 88 89 90 91 92 94 95 96 98 99 100 
1434	38	:	1 2 4 5 7 8 10 12 15 16 18 24 25 26 27 30 35 37 38 39 44 46 47 52 54 55 58 59 61 64 69 76 84 85 89 93 95 96 
1435	38	:	1 2 4 10 11 15 16 18 20 21 24 26 30 31 34 35 36 39 40 41 48 50 59 60 61 64 68 69 72 74 80 81 82 89 90 97 98 99 
1436	33	:	2 3 6 9 12 13 16 18 19 25 27 28 30 34 37 39 40 42 43 46 49 54 56 57 58 60 65 68 70 82 90 99 100 
1437	57	:	1 2 3 4 6 7 9 10 11 12 14 16 17 18 19 20 23 24 26 28 30 31 32 35 37 38 39 40 41 42 43 50 52 54 59 60 61 62 65 69 72 76 77 78 80 84 85 87 88 89 90 91 95 97 98 99 100 
1438	74	:	1 2 3 5 7 9 11 12 15 17 18 19 22 23 24 25 26 27 28 29 30 31 33 34 36 37 38 39 40 41 42 43 45 46 47 48 49 51 52 53 56 57 58 59 60 61 62 64 65 66 67 68 69 71 72 76 77 78 80 82 84 85 87 89 90 91 92 94 95 96 97 98 99 100 
1439	69	:	1 2 5 6 7 9 10 11 12 13 15 17 18 20 23 24 25 26 27 28 29 30 31 32 34 37 38 39 40 41 42 43 44 45 46 47 49 50 52 53 55 57 58 59 61 62 63 64 66 67 68 69 71 72 74 76 80 82 84 85 89 90 91 94 95 96 97 99 100 
1440	56	:	1 2 5 6 7 9 10 12 14 15 16 18 19 25 26 28 29 30 32 35 36 37 38 39 40 41 42 44 45 48 50 51 52 53 55 58 59 65 69 71 75 76 78 80 81 82 83 84 86 87 90 91 93 94 97 100 
1441	50	:	3 4 5 6 7 10 11 12 16 17 19 20 21 23 29 31 32 33 35 36 37 38 40 41 42 43 44 47 52 54 59 60 65 67 68 69 71 72 73 78 83 84 88 91 92 93 95 96 97 98 
1442	21	:	2 10 11 13 27 30 39 41 42 43 52 53 54 58 60 63 68 70 76 90 94 
1443	43	:	2 9 11 12 13 16 18 26 27 30 31 32 35 37 38 39 40 41 42 44 46 48 49 50 53 59 62 63 64 66 68 70 72 73 74 80 82 84 85 93 94 95 99 
1444	52	:	2 3 5 6 7 9 13 15 17 21 23 24 25 26 28 31 32 37 38 40 41 46 47 50 53 55 59 61 62 63 65 67 68 71 72 74 76 77 78 80 81 82 83 84 87 88 90 91 92 95 97 100 
1445	12	:	28 31 32 43 44 50 55 57 61 72 84 96 
1446	72	:	1 3 4 5 6 9 11 12 13 14 15 16 17 19 21 22 23 24 26 27 28 29 30 31 32 33 34 37 38 39 40 41 42 43 46 47 49 50 52 53 54 55 57 58 59 61 62 63 65 66 67 68 71 72 73 74 75 78 80 82 83 84 85 87 88 91 92 94 95 96 98 100 
1447	24	:	1 4 14 15 17 19 20 31 32 35 44 47 48 58 68 78 82 83 87 88 90 91 96 98 
1448	66	:	1 2 4 7 8 11 13 14 15 16 18 22 23 24 25 27 28 29 30 31 32 35 36 37 38 39 43 44 46 48 49 50 51 53 56 60 61 63 64 66 68 69 70 71 73 74 75 77 78 82 83 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99 
1449	76	:	1 2 4 5 6 8 10 11 13 14 15 16 17 18 19 21 24 27 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 58 59 60 61 62 63 64 65 66 67 68 70 73 75 76 77 81 82 83 84 85 86 88 89 90 91 93 94 95 96 98 99 
1450	60	:	1 2 3 6 7 9 10 11 12 13 14 17 23 25 26 30 31 32 36 37 38 39 40 42 44 46 48 50 51 53 56 59 61 63 65 66 68 69 74 75 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 97 98 100 
1451	50	:	1 2 5 7 8 9 12 13 15 16 19 24 25 26 28 30 31 37 39 40 42 44 46 49 50 52 54 55 59 60 65 66 68 69 73 74 76 77 80 81 82 83 84 85 86 88 91 96 98 100 
1452	45	:	1 5 6 7 8 10 13 14 16 18 21 23 24 26 29 30 32 39 42 45 46 48 49 52 58 59 61 63 66 67 68 69 73 74 76 81 84 86 89 91 92 94 96 97 99 
1453	8	:	17 29 31 33 38 72 78 84 
1454	17	:	6 7 10 26 36 37 40 42 51 53 65 75 80 81 84 91 97 
1455	64	:	1 2 3 4 6 7 9 10 12 13 15 16 17 19 20 26 27 28 29 30 31 32 34 35 37 38 40 42 43 44 46 47 48 49 50 51 52 55 56 57 59 61 63 65 66 67 68 74 76 77 78 83 87 88 90 91 92 93 95 96 97 98 99 100 
1456	62	:	1 2 6 7 8 9 11 12 13 14 17 18 19 22 23 24 25 26 29 30 31 32 35 37 39 42 44 45 46 47 48 50 52 53 58 59 61 62 66 67 68 69 70 73 74 75 78 79 80 82 83 84 85 86 88 89 90 91 94 96 97 100 
1457	58	:	1 6 7 8 9 11 12 14 15 16 17 18 20 21 22 23 25 27 29 33 35 36 40 43 45 46 47 48 50 51 55 56 57 58 60 61 63 65 66 67 68 70 71 72 75 76 77 78 79 80 82 87 89 90 91 92 95 98 
1458	26	:	2 5 8 12 14 16 21 30 32 33 37 38 40 42 46 48 56 59 67 68 73 81 84 86 87 96 
1459	16	:	12 13 21 22 29 30 38 45 51 62 67 70 85 91 95 100 
1460	54	:	1 2 3 7 8 10 11 12 13 14 16 18 20 21 23 24 25 27 28 29 30 32 37 39 41 42 45 46 47 48 50 51 53 55 57 58 59 60 61 62 65 70 72 77 81 82 85 89 91 94 95 96 98 100 
1461	12	:	2 9 14 19 39 41 45 69 71 82 83 86 
1462	59	:	1 2 3 5 6 7 8 9 10 11 13 14 16 21 22 26 27 28 30 31 32 34 35 37 38 39 40 41 42 44 47 48 49 50 51 52 53 55 59 61 63 64 67 68 69 73 74 76 81 82 84 86 87 88 92 94 96 97 99 
1463	12	:	1 2 7 11 13 25 30 48 50 53 61 89 
1464	55	:	1 4 5 10 11 13 14 15 16 17 19 20 21 26 29 31 32 33 35 39 40 41 43 44 45 46 47 48 49 52 54 58 61 65 66 67 68 69 71 74 77 78 79 81 82 83 84 87 88 90 91 94 96 97 98 
1465	40	:	1 4 6 7 10 12 13 14 16 17 19 20 23 27 29 30 42 48 49 52 56 61 63 67 68 69 74 75 76 77 83 85 86 87 92 93 95 98 99 100 
1466	64	:	2 3 6 9 14 16 17 22 23 24 26 27 30 32 37 38 39 40 42 43 44 46 47 48 49 50 54 55 56 57 58 59 60 61 62 63 65 66 67 68 69 70 73 75 77 78 80 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 100 
1467	43	:	4 5 9 12 14 17 22 27 29 30 31 33 37 39 42 43 44 45 46 48 50 52 54 58 59 60 65 66 67 68 70 71 74 77 79 80 81 82 84 85 88 94 96 
1468	44	:	4 11 12 13 16 17 18 19 20 25 26 27 29 32 37 38 39 40 42 44 48 49 50 53 58 62 63 65 66 67 68 70 71 72 77 80 85 87 88 90 91 93 95 100 
1469	20	:	15 24 28 31 34 43 46 47 51 55 61 62 67 78 80 82 84 88 96 100 
1470	30	:	2 5 6 8 14 19 21 24 29 31 35 37 39 41 44 45 49 53 54 61 62 72 73 74 84 85 87 89 92 97 
1471	23	:	1 2 12 16 27 30 33 34 37 38 40 42 46 49 50 51 53 56 63 67 68 84 87 
1472	18	:	4 8 13 16 22 28 44 46 49 51 63 74 75 77 82 85 88 97 
1473	40	:	1 2 3 8 9 10 12 13 19 21 22 27 28 29 30 31 37 39 42 44 46 47 50 52 55 59 60 66 68 71 72 74 76 79 80 82 84 85 87 88 
1474	64	:	1 2 3 4 5 7 9 10 11 13 17 19 20 25 26 29 30 31 32 33 35 37 38 39 40 43 44 45 47 48 49 50 51 52 53 54 60 61 63 65 67 68 71 72 77 78 79 80 81 82 83 84 87 88 89 90 91 92 94 95 96 97 98 100 
1475	52	:	1 2 5 6 9 18 19 20 23 24 25 26 28 29 31 32 34 37 38 39 40 42 43 45 48 50 51 53 60 61 62 63 66 67 69 70 71 72 76 77 78 80 85 87 91 92 93 94 95 96 99 100 
1476	50	:	2 3 6 7 9 11 12 14 18 19 20 21 23 24 25 28 30 32 34 36 37 40 44 45 47 49 50 55 56 57 59 61 65 68 69 70 73 75 77 80 81 82 83 84 90 91 93 98 99 100 
1477	36	:	2 6 7 8 9 10 11 13 15 17 23 24 27 29 33 39 41 52 53 61 63 64 71 72 76 77 79 82 84 85 87 89 92 94 95 98 
1478	68	:	2 3 4 7 9 11 12 13 15 16 17 18 19 21 22 23 24 26 27 28 29 30 32 34 35 36 37 38 39 40 42 44 45 46 50 51 53 57 58 61 62 64 65 66 67 68 69 70 73 76 77 78 81 84 85 86 87 88 89 90 91 94 95 96 97 98 99 100 
1479	54	:	1 4 6 11 13 14 15 17 19 21 23 24 32 35 36 37 40 43 44 45 46 47 48 50 52 53 54 56 58 60 61 62 63 65 67 68 69 70 75 76 78 80 82 83 84 85 86 88 92 93 95 98 99 100 
1480	80	:	1 2 3 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 23 24 25 26 27 29 30 31 32 33 36 37 38 39 40 41 42 43 44 45 46 47 48 50 52 53 54 58 59 60 61 62 63 66 67 68 69 70 71 72 73 74 76 78 79 80 82 83 84 85 86 88 89 90 91 92 93 94 95 96 97 100 
1481	58	:	2 3 4 5 6 8 10 11 13 14 15 17 18 21 22 24 26 29 31 32 38 39 40 41 43 44 45 48 49 50 52 53 54 58 62 63 65 66 67 68 70 72 73 74 76 79 80 82 83 85 88 91 92 93 94 95 98 99 
1482	15	:	18 26 32 40 48 50 53 62 63 66 70 72 80 93 95 
1483	62	:	1 2 3 4 5 6 8 10 13 14 15 17 18 19 20 21 22 23 24 26 27 28 29 32 35 39 40 41 43 44 45 47 48 52 53 54 55 56 58 59 60 61 65 67 69 71 72 74 76 78 79 80 82 84 85 87 88 90 91 92 93 99 
